Title,manga_id,# number tags,Tags,Review
Mizu no Marginal (Light Novel),87500,5,"['Drama', 'Fantasy', 'Light Novels', 'Mystery', 'Romance']",0
Mizutama Moyou no Kataomoi (Light Novel),58952,3,"['Light Novels', 'Romance', 'Slice of Life']",0
Mizutama Panic. This Is Mizutamashiro!! (Light Novel),47818,3,"['Comedy', 'Light Novels', 'School Life']",0
MM! (Light Novel),41938,10,"['Comedy', 'Ecchi', 'Light Novels', 'Romance', 'Androphobia', 'Cancelled', 'School Club', 'School Life', 'Tsundere', 'Adapted to Anime']",0
MMO! Jiyuu ni Game wo Kouryaku Shitara Ningen Banare Shitemashita (Light Novel),93656,5,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Magic']",0
MMORPG? Shittemasu kedo Nani ka? (Light Novel),22617,3,"['Adventure', 'Fantasy', 'Light Novels']",0
M no Folklore (Light Novel),44569,2,"['Drama', 'Light Novels']",0
Mob dakedo Oshi ga Ikiterukara Mainichi ga Tanoshii (Light Novel),71682,6,"['Comedy', 'Fantasy', 'Light Novels', 'Romance', 'School Life', 'Based on a Web Novel']",0
Mobile Fighter G Gundam (Light Novel),48205,6,"['Action', 'Drama', 'Light Novels', 'Mecha', 'Sci Fi', 'Outer Space']",0
Mobile Police Patlabor (Light Novel),47479,6,"['Comedy', 'Light Novels', 'Mecha', 'Sci Fi', 'Police', 'Real Robot']",0
Mobile Soul (Light Novel),89060,4,"['Action', 'Fantasy', 'Light Novels', 'Romance']",0
Mobile Suit Gundam 00 2nd Season (Light Novel),78709,4,"['Action', 'Light Novels', 'Mecha', 'Sci Fi']",0
Mobile Suit Gundam 00 (Light Novel),20718,5,"['Action', 'Light Novels', 'Mecha', 'Sci Fi', 'Based on an Anime']",0
Mobile Suit Gundam 0083 (Light Novel),74715,7,"['Action', 'Light Novels', 'Mecha', 'Sci Fi', 'Military', 'Outer Space', 'Based on an Anime']",0
Mobile Suit Gundam: Advance of Zeta - The Flag of Titans (Light Novel),28271,4,"['Action', 'Light Novels', 'Mecha', 'Sci Fi']",0
Mobile Suit Gundam: Advance of Z - The Traitor to Destiny (Light Novel),87934,5,"['Action', 'Drama', 'Light Novels', 'Mecha', 'Sci Fi']",0
Mobile Suit Gundam AGE (Light Novel),86176,6,"['Action', 'Drama', 'Light Novels', 'Mecha', 'Sci Fi', 'Based on an Anime']",0
"Mobile Suit Gundam: Awakening, Escalation, Confrontation (Light Novel)",20716,7,"['Action', 'Drama', 'Light Novels', 'Mecha', 'Romance', 'Sci Fi', 'Based on an Anime']",0
Mobile Suit Gundam: Char's Counterattack - Beltorchika's Children (Light Novel),55714,7,"['Action', 'Light Novels', 'Mecha', 'Sci Fi', 'Military', 'Outer Space', 'War']",0
Mobile Suit Gundam: Cucuruz Doan's Island (Light Novel),91669,4,"['Light Novels', 'Mecha', 'Sci Fi', 'Based on an Anime']",0
Mobile Suit Gundam Formula 91: Crossbone Vanguard (Light Novel),27238,4,"['Light Novels', 'Mecha', 'Sci Fi', 'Outer Space']",0
Mobile Suit Gundam: Hathaway's Flash (Light Novel),18730,8,"['Action', 'Drama', 'Light Novels', 'Mecha', 'Sci Fi', 'Military', 'Outer Space', 'Adapted to Anime']",0
Mobile Suit Gundam High-Streamer (Light Novel),27401,6,"['Action', 'Drama', 'Light Novels', 'Mecha', 'Romance', 'Sci Fi']",0
"Mobile Suit Gundam: Isekai Uchuu Seiki - Nijuushi Sai Shokugyou OL, Tensei Saki de Kycilia Yattemasu (Light Novel)",72880,7,"['Action', 'Light Novels', 'Mecha', 'Sci Fi', 'Isekai', 'Military', 'Person in a Strange World']",0
Mobile Suit Gundam Narrative (Light Novel),101419,9,"['Action', 'Drama', 'Light Novels', 'Mecha', 'Sci Fi', 'Military', 'Outer Space', 'War', 'Based on an Anime']",0
Mobile Suit Gundam SEED Freedom (Light Novel),92755,5,"['Light Novels', 'Mecha', 'Sci Fi', 'Real Robot', 'Based on an Anime']",0
Mobile Suit Gundam Seed (Light Novel),20717,4,"['Action', 'Light Novels', 'Mecha', 'Sci Fi']",0
Mobile Suit Gundam: The Witch from Mercury (Light Novel),79351,9,"['Action', 'Light Novels', 'Mecha', 'Sci Fi', 'Outer Space', 'Political', 'Real Robot', 'School Life', 'Based on an Anime']",0
Mobile Suit Gundam Unicorn (Light Novel),84907,10,"['Action', 'Drama', 'Light Novels', 'Mecha', 'Sci Fi', 'Military', 'Outer Space', 'Real Robot', 'War', 'Adapted to Anime']",0
Mobile Suit Gundam Wing: Endless Waltz (Light Novel),86178,7,"['Action', 'Adventure', 'Drama', 'Light Novels', 'Mecha', 'Sci Fi', 'Based on an Anime']",0
Mobile Suit Gundam Wing (Light Novel),44301,6,"['Action', 'Light Novels', 'Mecha', 'Sci Fi', 'Military', 'Based on an Anime']",0
Mobile Suit Gundam ZZ (Light Novel),27240,3,"['Light Novels', 'Mecha', 'Sci Fi']",0
Mobile Suit V Gundam (Light Novel),99518,6,"['Action', 'Drama', 'Light Novels', 'Mecha', 'Sci Fi', 'Based on an Anime']",0
"Mobile Suit Zeta Gundam: Four's Story: And, As a Soldier... (Light Novel)",91583,6,"['Action', 'Light Novels', 'Mecha', 'Sci Fi', 'Military', 'Outer Space']",0
Mobile Suit Zeta Gundam (Light Novel),27400,5,"['Action', 'Light Novels', 'Mecha', 'Sci Fi', 'Outer Space']",0
Mob kara Hajimaru Tansaku Eiyuutan (Light Novel),65471,7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Adapted to Anime', 'Based on a Web Novel']",0
Mob Kousei no Ore Demo Boukensha ni Nareba Riajuu ni Naremasuka? (Light Novel),66944,5,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Based on a Web Novel']",0
Mob nano ni Makikomareteimasu: Ouji no Ibukuro wo Tsukanda Rashii (Light Novel),70884,7,"['Fantasy', 'Light Novels', 'Romance', 'Slice of Life', 'Otome Game', 'Reincarnation', 'Based on a Web Novel']",0
Mob na Shujinkou: Shousetsu no Naka no Mob dakedo Mondai ga Aru (Light Novel),81717,9,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Gender Bender', 'Isekai', 'Nobility', 'Person in a Strange World', 'Based on a Web Novel']",0
Mob na Shujinkou: Shousetsu no Naka no Mob wa Kawaii kedo Mondai ga Aru (Light Novel),95974,5,"['Comedy', 'Light Novels', 'Isekai', 'Person in a Strange World', 'Reincarnation']",0
Mob Reijou Tessacia Nozaran wa Risou no Koi wo Oimotomenai. (Light Novel),80358,5,"['Comedy', 'Fantasy', 'Light Novels', 'Romance', 'Based on a Web Novel']",0
Mob Shika Katan! Omaera ga Ore ni Dere Dere na Oyome-san ni Naru tte Hontou na no? (Light Novel),94129,5,"['Comedy', 'Ecchi', 'Light Novels', 'Romance', 'School Life']",0
Mob-shikou na Ore ga Yoriniyotte Isekai Kyodaika Musou (Light Novel),26926,3,"['Fantasy', 'Light Novels', 'Person in a Strange World']",0
Mobukoi (Light Novel),35854,4,"['Drama', 'Light Novels', 'Romance', 'School Life']",0
Mob wo Makikomu no wa Yamete Kudasai! Ouji-sama ni Hiza Geri Iretara Hanashite Kuremasen (Light Novel),79782,7,"['Comedy', 'Fantasy', 'Light Novels', 'Romance', 'Nobility', 'School Life', 'Based on a Web Novel']",0
"Mochiron de Gozaimasu, Ojou-sama (Light Novel)",46372,5,"['Comedy', 'Drama', 'Fantasy', 'Light Novels', 'Romance']",0
"Mochiron, Isharyouseikyuu Itashimasu! (Light Novel)",34026,7,"['Fantasy', 'Light Novels', 'Reverse Harem', 'Romance', 'Nobility', 'School Life', 'Based on a Web Novel']",0
Modern Dungeon Capture Starting with Broken Skills (Light Novel),53525,7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Dungeon', 'Based on a Web Novel']",0
Modern Magic Made Simple (Light Novel),42644,4,"['Fantasy', 'Light Novels', 'School Life', 'Adapted to Anime']",0
Modern Villainess: It's Not Easy Building a Corporate Empire Before the Crash (Light Novel),57292,5,"['Comedy', 'Drama', 'Light Novels', 'Otome Game', 'Based on a Web Novel']",0
Moe Buta Tensei: Akutoku Shounin Da Kedo Yuusha wo Sashioite Isekai Musou Shitemita (Light Novel),87172,8,"['Action', 'Comedy', 'Fantasy', 'Light Novels', 'Isekai', 'Magic', 'Person in a Strange World', 'Based on a Web Novel']",0
MOE: Meshimase Otome na Eitango (Light Novel),27368,2,"['Adventure', 'Light Novels']",0
Moeru Gomi wa Kayoubi ni. (Light Novel),87957,6,"['Comedy', 'Ecchi', 'Harem', 'Light Novels', 'Romance', 'School Life']",0
Mofuku no Himegimi: Karisome no Hatsukoi wa Shitone wo Nurasu (Light Novel),44221,2,"['Light Novels', 'Romance']",0
"Mofuku wo Nuide, Dress ni Kigaete (Light Novel)",50525,2,"['Light Novels', 'Romance']",0
Mofumofu Aibou to Isekai de Shin Seikatsu!! Kami no Itoshigo? Sonna Koto wa Shirimasen!! (Light Novel),96907,6,"['Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Magic', 'Based on a Web Novel']",0
Mofumofu ga Afureru Isekai de Shiawase Kagomochi Seikatsu! (Light Novel),96477,8,"['Adventure', 'Fantasy', 'Light Novels', 'Isekai', 'Magic', 'Person in a Strange World', 'Reincarnation', 'Based on a Web Novel']",0
Mofu Mofu Hoikuen Series (Light Novel),67045,5,"['BL', 'Light Novels', 'Yaoi', 'Animal Characteristics', 'Supernatural']",0
Mofumofu Isekai no Mob Toushu ni Nattara Sokkin Kishi kara no Ai ga Sugoi (Light Novel),96656,11,"['BL', 'Fantasy', 'Light Novels', 'Romance', 'Yaoi', 'Gender Bender', 'Isekai', 'Nobility', 'Non-Human Protagonists', 'Person in a Strange World', 'Based on a Web Novel']",0
Mofumofu Majuu to Heion ni Kurashitai no de Kowamote Koushaku no Kyuukon wa Okotowari desu (Light Novel),91997,4,"['Comedy', 'Fantasy', 'Light Novels', 'Romance']",0
Mofumofu Tamae-sama! (Light Novel),88032,4,"['Comedy', 'Light Novels', 'Romance', 'School Life']",0
"Mofumofu Tensei! Neko Juujin ni Tensei Shitara, Saikyou-shu no wo Tomodachi ni Mederare Sugite Komattemasu (Light Novel)",96908,5,"['Adventure', 'Fantasy', 'Light Novels', 'Magic', 'Based on a Web Novel']",0
Mofumofu to Isekai Bouken Meshi (Light Novel),91734,4,"['Adventure', 'Comedy', 'Fantasy', 'Light Novels']",0
Mofumofu to Mukumuku to Isekai Hyouryuu Seikatsu (Light Novel),73276,10,"['Comedy', 'Fantasy', 'Light Novels', 'Cats', 'Dogs', 'Isekai', 'Magic', 'Person in a Strange World', 'Pets', 'Based on a Web Novel']",0
"Mofumofu to Tanoshimu Mujintou Nonbiri Kaitaku Life: VRMMO de Bocchi wo Mankitsu Suru Hazu ga, Zen Player ni Chuumoku Sareteiru mitai desu (Light Novel)",89629,6,"['Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Magic', 'Based on a Web Novel']",0
Mofumofu wo Shirana Kattara Jinsei no Hanbun wa Muda ni Shiteita (Light Novel),84519,6,"['Comedy', 'Fantasy', 'Light Novels', 'Magic', 'Reincarnation', 'Based on a Web Novel']",0
"Mofu Piyo Seirei to Ryouchi de Nonbiri Kurasu no de, Kiraware Koushaku Reijou wa Reitetsuou Taishi to Konyaku Haki Shitai (Light Novel)",92162,5,"['Fantasy', 'Light Novels', 'Romance', 'Magic', 'Monsters']",0
Mogura Shoujo no Dungeon Kouryakuki (Light Novel),82031,7,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Magic', 'Monsters', 'Based on a Web Novel']",0
Moji Mahou x Insatsu Gijutsu de Okosu Isekai Kakumei (Light Novel),27367,2,"['Fantasy', 'Light Novels']",0
Mojo-kai no I-do-la na Nichijou (Light Novel),87486,5,"['Comedy', 'Drama', 'Light Novels', 'Romance', 'School Life']",0
Mojo to Kiwameru Isekai Gyouten Seikatsu: Kanojo no Tsukuru Potion ga Iroiro to Yabai n desu (Light Novel),47199,4,"['Comedy', 'Fantasy', 'Light Novels', 'Magic']",0
Mokuren no Hanayome: Toraware no Reijou wa Amaku Midareru (Light Novel),48774,2,"['Light Novels', 'Romance']",0
Mokushiroku Alice (Light Novel),54200,6,"['Action', 'Fantasy', 'Light Novels', 'Romance', 'Magic', 'School Life']",0
Mokuzou Apartment goto Isekai Ryokou: Juunin ga Fueru Tabi Level Up (Light Novel),66265,3,"['Fantasy', 'Light Novels', 'Person in a Strange World']",0
Momoiro Sabaku (Light Novel),93863,5,"['BL', 'Light Novels', 'Yaoi', 'Royalty', 'Sheikhs']",0
Momoiro Taisen Pairon: Another Paradox (Light Novel),47909,3,"['Light Novels', 'Sci Fi', 'Based on a Video Game']",0
Momo Kyun Sword: Hoshi to Ougon no Tachi (Light Novel),23890,7,"['Comedy', 'Ecchi', 'Fantasy', 'Light Novels', 'Demons', 'Japanese Mythology', 'Magic']",0
Momone Shion no Ranobe Nikki (Light Novel),88013,5,"['Comedy', 'Ecchi', 'Light Novels', 'Romance', 'School Life']",0
Momose-san Chi no Fakelore (Light Novel),89246,4,"['Action', 'Fantasy', 'Light Novels', 'Demons']",0
Momo to Okitsune no Minarai Miko Seikatsu (Light Novel),58661,5,"['Drama', 'Light Novels', 'Japanese Mythology', 'Supernatural', 'Youkai']",0
Momotose Hanabi (Light Novel),47086,3,"['Drama', 'Light Novels', 'Romance']",0
Monban Shoujo to Amayadori no Nichijou (Light Novel),66513,4,"['Comedy', 'Light Novels', 'Romance', 'School Life']",0
Mon Colle Knights (Light Novel),52099,4,"['Adventure', 'Fantasy', 'Light Novels', 'Based on a Card Game']",0
"Mondaiji no Watashi-tachi wo Kaeta no wa, Onaji Class no Monaka-senpai (Light Novel)",77502,5,"['Comedy', 'Light Novels', 'Romance', 'Cancelled', 'School Life']",0
Mondai-Ji-tachi ga Isekai Kara Kuru Sou Desu yo? (Light Novel),13401,6,"['Fantasy', 'Light Novels', 'High Stakes Games', 'Overpowered Main Characters', 'Person in a Strange World', 'Adapted to Anime']",0
Mongai Fushutsu no Saikyou Rune Majutsushi: Tsuihou Sareta no de Ringoku no Oujo to Jiyuu ni Ikimasu (Light Novel),83171,6,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Magic', 'Based on a Web Novel']",0
Monku  no Tsukeyou ga Nai Love Comedy (Light Novel),30720,9,"['Comedy', 'Drama', 'Fantasy', 'Light Novels', 'Romance', 'God-Human Relationship', 'Gods', 'Interspecies Relationship', 'Non-Human Protagonists']",0
M Onna-san wa S Sensei ga Osuki (Light Novel),49907,2,"['Light Novels', 'Romance']",0
Monoceros no Majou wa Ugatsu (Light Novel),87728,3,"['Action', 'Fantasy', 'Light Novels']",0
Monogatari Kanketsu-go kara Hajimaru Akuyaku Reijou no Dai Gyakuten Geki (Light Novel),87556,7,"['Drama', 'Fantasy', 'Light Novels', 'Romance', 'Magic', 'Nobility', 'Based on a Web Novel']",0
Monogatari no Kuromaku ni Tensei shite (Light Novel),76472,6,"['Fantasy', 'Light Novels', 'Isekai', 'Person in a Strange World', 'Reincarnation', 'Based on a Web Novel']",0
"Monogatari no Tsugou de Zamaa & Shokei Sareru Kuzu Ouji, Kioku wo Torimodoshite Tensei Shi, Mahou Gakkou kara Yarinaosu! (Light Novel)",80359,5,"['Comedy', 'Fantasy', 'Light Novels', 'Romance', 'Based on a Web Novel']",0
Monogatari Series: Second Season - Shinbun Koukoku Zenshuu (Light Novel),54784,4,"['Comedy', 'Light Novels', 'Romance', 'Supernatural']",0
Monogusana Kenja (Light Novel),20242,4,"['Adventure', 'Fantasy', 'Light Novels', 'Romance']",0
Monogusa Neneko no Taida na Tanteichou (Light Novel),46526,4,"['Comedy', 'Ecchi', 'Light Novels', 'Mystery']",0
Monoiwazu to mo Ai Kataru (Light Novel),98693,9,"['BL', 'Fantasy', 'Light Novels', 'Yaoi', 'Anthropomorphic', 'Cats', 'Interspecies Relationship', 'Lions', 'Non-Human Protagonists']",0
Mononoke Gradation (Light Novel),35156,2,"['Light Novels', 'Supernatural']",0
Mononoke Mystery (Light Novel),93335,4,"['Drama', 'Light Novels', 'Based on a Song', 'Supernatural']",0
Mononoke Slave! (Light Novel),52260,3,"['Drama', 'Light Novels', 'School Life']",0
Monster Clan (Light Novel),83343,4,"['Drama', 'Light Novels', 'Romance', 'Supernatural']",0
Monster Collection: Rakuin Seminar (Light Novel),24760,5,"['Action', 'Comedy', 'Fantasy', 'Light Novels', 'School Life']",0
Monster Days (Light Novel),26310,4,"['Action', 'Fantasy', 'Light Novels', 'Supernatural']",0
Monster Factory (Light Novel),25702,3,"['Fantasy', 'Light Novels', 'Based on a Web Novel']",0
"Monster ga Afureru Sekai ni Natta kedo, Tayoreru Neko ga Iru kara Daijoubu desu (Light Novel)",74897,6,"['Action', 'Comedy', 'Fantasy', 'Light Novels', 'Cats', 'Game Elements']",0
Monster Girl Doctor (Light Novel),22312,9,"['Comedy', 'Ecchi', 'Fantasy', 'Light Novels', 'Romance', 'Doctors', 'Medical', 'Monster Girls', 'Adapted to Anime']",0
Monster Girl Doctor Zero (Light Novel),62764,9,"['Comedy', 'Ecchi', 'Fantasy', 'Light Novels', 'Romance', 'Doctors', 'Medical', 'Monster Girls', 'Monsters']",0
Monsterholic (Light Novel),79695,6,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Vampires', 'Werewolves']",0
Monster Hunter: Cross Soul (Light Novel),52011,8,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Game Elements', 'Monsters', 'Based on a Video Game']",0
"Monster Hunter: Frontier G - Akaki Ryou-dan, Kyokusaryuu no Tani e (Light Novel)",54194,6,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Monsters', 'Based on a Video Game']",0
Monster Hunter: Frontier G - Shakunetsu no Ha (Light Novel),54195,6,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Monsters', 'Based on a Video Game']",0
Monster Hunter (Light Novel),52010,8,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Light Novels', 'Game Elements', 'Monsters', 'Based on a Video Game']",0
Monster Hunter: Souten no Akashi (Light Novel),97186,5,"['Action', 'Fantasy', 'Light Novels', 'Monsters', 'Based on a Video Game']",0
Monster Musume ga Koibito ni Naritasou ni Kochira wo Miteiru! (Light Novel),63672,8,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Light Novels', 'Romance', 'Monster Girls', 'Monsters']",0
Monster Musume Hunter: Subete no Mon Musume wa Boku no Yome! (Light Novel),45214,5,"['Fantasy', 'Light Novels', 'Romance', 'Monster Girls', 'Monsters']",0
Monster Musume: Monster Girls on the Job! (Light Novel),57950,10,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Light Novels', 'Monster Girls', 'Monsters', 'Supernatural', 'Urban Fantasy', 'Based on a Manga']",0
Monster Musume TD: Boku wa Zekkai no Kotou de Mon Musume-tachi ni Dekiai Sarete Komatteimasu - VS Lasion Kishidan-hen (Light Novel),97854,7,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Light Novels', 'Magic', 'Based on a Mobile Game']",0
Monster ni Natta Ore ga Classmate no Onna Kishi wo Muku VR (Light Novel),88965,6,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Light Novels', 'Magic']",0
Monster Palace no Kanrinin (Light Novel),27044,3,"['Fantasy', 'Light Novels', 'Romance']",0
Monster Panic (Light Novel),100782,4,"['Action', 'Fantasy', 'Light Novels', 'School Life']",0
Monster Strike the Movie: Sora no Kanata (Light Novel),89051,4,"['Action', 'Fantasy', 'Light Novels', 'Based on an Anime']",0
Monster Tamer (Light Novel),15940,15,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Light Novels', 'Romance', 'Cheats', 'Dark Fantasy', 'Isekai', 'Magic', 'Monster Girls', 'Monsters', 'Person in a Strange World', 'Based on a Web Novel', 'Mature Themes']",0
Monstructor: Yareba Dekiru Jingai Musume no Choukyou Shidou (Light Novel),35658,5,"['Ecchi', 'Light Novels', 'Romance', 'School Life', 'Supernatural']",0
Monument: Aruiwa Jibun Jishin no Kaibutsu (Light Novel),26250,2,"['Fantasy', 'Light Novels']",0
Moon Blossom Asura: The Ruthless Reincarnated Mercenary Forms the Ultimate Army (Light Novel),83198,12,"['Action', 'Drama', 'Fantasy', 'Light Novels', 'Dark Fantasy', 'Magic', 'Mercenaries', 'Military', 'Reincarnation', 'War', 'Based on a Web Novel', 'Violence']",1
Moon Fighters! (Light Novel),84909,3,"['Action', 'Light Novels', 'Sci Fi']",0
Moon Spell!! (Light Novel),47622,4,"['Action', 'Drama', 'Fantasy', 'Light Novels']",0
"Moratta Mittsu no Hazure Skill, Awasetara Saikyou deshita (Light Novel)",90414,8,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Light Novels', 'Isekai', 'Magic', 'Person in a Strange World']",0
Moriarty the Patriot (Light Novel),75040,4,"['Light Novels', 'Mystery', 'Psychological', 'Based on a Manga']",0
Moribito (Light Novel),10613,8,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Light Novels', 'Bodyguards', 'Royalty', 'Adapted to Anime']",1
Mori de Seijo wo Hirotta Saikyou no Kyuuketsu-hime: Musume no Tamenara Kuni de Moassari Horoboshimasu! (Light Novel),88103,6,"['Action', 'Drama', 'Fantasy', 'Light Novels', 'Magic', 'Based on a Web Novel']",0
Moriguchi Orito no Onmyoudou (Light Novel),48332,5,"['Comedy', 'Ecchi', 'Light Novels', 'Romance', 'School Life']",0
Mori ni Ikiru mono: Kizoku ja Naku Natta no de Jiyuu ni Ikimasu. Bakudai na Maryoku ga Arukara Mori no Naka demo Anzen Kaiteki desu (Light Novel),89448,6,"['Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Magic', 'Based on a Web Novel']",0
Mori no Hashikko no Chibi Majo-san (Light Novel),84146,6,"['Adventure', 'Fantasy', 'Light Novels', 'Magic', 'Witches', 'Based on a Web Novel']",0
Mori no Majuu ni Hanataba wo (Light Novel),19458,6,"['Fantasy', 'Light Novels', 'Romance', 'Forest', 'Nobility', 'Plants']",0
Mori no Otome to Shinden Kishi (Light Novel),50646,5,"['Drama', 'Fantasy', 'Light Novels', 'Romance', 'Amnesia']",0
Mori no Rakuen: Ikemen Ouji to Cottage de Futarikiri (Light Novel),50517,2,"['Light Novels', 'Romance']",0
Moroha no Vessel (Light Novel),26395,3,"['Action', 'Fantasy', 'Light Novels']",0
Morpheus no Kyoushitsu (Light Novel),74706,5,"['Drama', 'Horror', 'Light Novels', 'Romance', 'Supernatural']",0
Morte (Light Novel),54086,2,"['Drama', 'Light Novels']",0
Moscow 2160 (Light Novel),77793,3,"['Light Novels', 'Sci Fi', 'Based on a Web Novel']",0
Moshi Isekai Fantasy de Konbini Chainsaw wo Keiei Shitara (Light Novel),67522,3,"['Comedy', 'Fantasy', 'Light Novels']",0
"Moshi Koukou Yakyuu no Joshi Manager ga Drucker no ""Management"" wo Yondara (Light Novel)",59279,5,"['Light Novels', 'Sports', 'Baseball', 'School Life', 'Adapted to Anime']",0
"Moshimo Ashita, Kono Sekai ga Owaru to Shitara (Light Novel)",87008,6,"['Comedy', 'Drama', 'Ecchi', 'Light Novels', 'Romance', 'Post-apocalyptic']",0
Moshimo Ken to Mahou no Sekai ni Nippon no Jinja ga Shutsugenshitara (Light Novel),96154,4,"['Adventure', 'Fantasy', 'Light Novels', 'Magic']",0
Moshimo Koudo ni Hattatsu shita Full Dive RPG ga Genjitsu yori mo Kuso Dattara (Light Novel),63956,9,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Light Novels', 'Game Elements', 'MMORPG', 'Virtual Reality']",0
Moshimoshi? Watashi Sumaho desu ga Nani ka? (Light Novel),81129,4,"['Comedy', 'Light Novels', 'Romance', 'School Life']",0
Mote? Mote! (Light Novel),48386,6,"['Comedy', 'Ecchi', 'Harem', 'Light Novels', 'Romance', 'School Life']",0
Motemote na Boku wa Sekai made Sukucchaun da ze (Mousou) (Light Novel),48393,5,"['Comedy', 'Ecchi', 'Harem', 'Light Novels', 'Romance']",0
Motemote na Boku wa Sekai made Sukucchaun da ze (Naki) (Light Novel),48294,5,"['Comedy', 'Ecchi', 'Harem', 'Light Novels', 'Romance']",0
Motemote na Boku wa Sekai made Sukucchaun da ze (Nyuumon) (Light Novel),54811,5,"['Comedy', 'Ecchi', 'Harem', 'Light Novels', 'Romance']",0
"Motenasasugita Ore wa, Toutou Ningyou ni Te wo Dashita (Light Novel)",49165,4,"['Comedy', 'Light Novels', 'Magic', 'School Life']",0
Mote tte Konna ni Taihen Datta no ka!? (Light Novel),48285,3,"['Ecchi', 'Light Novels', 'School Life']",0
Mother D.O.G (Light Novel),78219,5,"['Action', 'Drama', 'Fantasy', 'Light Novels', 'Sci Fi']",0
"Moto Akuyaku Reijou to S-kyuu Boukensha no Honobono Machigurashi: Fuguu na Character ni Tenseishita kedo, Risou no Bijo ni Nareta kara Plus-Minus Zero dayo ne (Light Novel)",67098,5,"['Adventure', 'Fantasy', 'Light Novels', 'Romance', 'Based on a Web Novel']",0
Moto Binbou Elf no Renkinjutsu Chouyakuten (Light Novel),87018,5,"['Comedy', 'Fantasy', 'Light Novels', 'Magic', 'Based on a Web Novel']",0
"Moto Eiyuu de, Ima wa Himo: Saikyou no Yuusha ga Black Jinrui kara Ridatsushite White Maougun de Shiawase ni Naru Hanashi (Light Novel)",71938,3,"['Fantasy', 'Light Novels', 'Slice of Life']",0
"Moto Eiyuu, HP 1 no Imouto wo Densetsu no Yuusha ni Suru: Megami mo Dungeon mo Boss Chara mo, Ore ga Zenbu DIY (Light Novel)",68669,6,"['Action', 'Comedy', 'Fantasy', 'Light Novels', 'Game Elements', 'Based on a Web Novel']",0
"Moto Eiyuu wa, Joshikousei to Isekai de Honobono to Tabi Kurasu. (Light Novel)",53305,3,"['Adventure', 'Fantasy', 'Light Novels']",0
"Moto Guild Shokuin, Kojiin wo Hiraku Skill “Kakusei Kantei” de Seito-tachi no Sainou Kaika, Tsuide ni Jibun mo Level Up!? (Light Novel)",72879,6,"['Action', 'Fantasy', 'Light Novels', 'Romance', 'Magic', 'Based on a Web Novel']",0
Moto Home Center Tenin no Isekai Seikatsu: Shougou (DIY Master) (Green Master) (Pet Master) wo Kushishite Isekai wo Kimama ni Ikimasu (Light Novel),56306,5,"['Comedy', 'Fantasy', 'Light Novels', 'Isekai', 'Person in a Strange World']",0
"Moto Isekai Tenisha datta Kachou no Oji-san, Jinsei Nidome no Isekai wo Kakemawaru (Light Novel)",55765,7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Isekai', 'Person in a Strange World']",0
Moto Jashin tte Hontou desu ka!? Bannou Guild Shokuin no Gyoumu Nisshi (Light Novel),96474,4,"['Adventure', 'Fantasy', 'Light Novels', 'Magic']",0
"Moto Kano ga Tenkou Shite Kite Kimazui Kogure Richi no, Wana to Koi. (Light Novel)",82854,4,"['Drama', 'Light Novels', 'Romance', 'School Life']",0
Moto Kano no Imouto to Tsukiaemasu ka? (Light Novel),52788,4,"['Comedy', 'Light Novels', 'Romance', 'School Life']",0
"Moto Kano-sensei wa, Choppiri Ecchi na Katei Houmon de Kimi to no Ai wo Haguku Mitai. (Light Novel)",62270,5,"['Comedy', 'Ecchi', 'Light Novels', 'Romance', 'School Life']",0
Moto Kano to Kon Kano ga Ore no Ai wo Kachi Torou to Shite Kuru. (Light Novel),83730,5,"['Comedy', 'Ecchi', 'Light Novels', 'Romance', 'School Life']",0
Motokano to no Jirettai Gisou Kekkon (Light Novel),64935,6,"['Comedy', 'Light Novels', 'Romance', 'Adult Couples', 'Fake Romance', 'Mature Romance']",0
